State,Elec Distributor,Postcode,Suburb,RES Tariff,SME Tariff,Plan Type,Customer Type,Consumption Level,Retailer,Product Name,Product Description,Discount: Guaranteed Elec,Discount: Guaranteed Gas,Discount: Pay on Time Elec,Discount: Pay on Time Gas,Discount: Dual Fuel Elec,Discount: Dual Fuel Gas,AD:Rankings (Inc Discounts), Ranking 1,Ranking 2,Ranking 3,Date
NSW,Endeavour,2777,Hawkesbury heights,,N90,Elec,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,1,0%,-0.94%,-1.22%,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Elec,SME,High,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,0.93%,0%,-0.28%,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Elec,SME,High,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,3,1.21%,0.28%,0%,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Elec,SME,High,Powershop,"Power Saver","Powershop can offer you a 12% discount on usage and supply charges when you purchase the Power Saver product.",,,12,,,,4,5.95%,5.06%,4.79%,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Elec,SME,High,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s electricity usage and and supply charges. This is a 12 month benefit period. ",12,,,,,,5,7.09%,6.21%,5.95%,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Gas,SME,Low,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,12,,,,,1,0%,-4.49%,,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Gas,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,2,4.29%,0%,,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Gas,SME,Medium,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,12,,,,,1,0%,-5.93%,,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Gas,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,2,5.6%,0%,,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Gas,SME,High,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,12,,,,,1,0%,-6.6%,,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Gas,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,2,6.19%,0%,,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Dual,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,1,0%,-4.57%,,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Dual,SME,Low,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s electricity usage and and supply charges and 12% discount off Origin's natural gas usage and supply charges. This is a 12 month benefit period. ",12,12,,,,,2,4.37%,0%,,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Dual,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,1,0%,-4.52%,,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Dual,SME,Medium,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s electricity usage and and supply charges and 12% discount off Origin's natural gas usage and supply charges. This is a 12 month benefit period. ",12,12,,,,,2,4.32%,0%,,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Dual,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,1,0%,-4.52%,,23/04/2020
NSW,Endeavour,2777,Hawkesbury heights,,N90,Dual,SME,High,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s electricity usage and and supply charges and 12% discount off Origin's natural gas usage and supply charges. This is a 12 month benefit period. ",12,12,,,,,2,4.33%,0%,,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Elec,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,1,0%,-2.44%,-5.68%,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Elec,SME,Low,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,2,2.39%,0%,-3.16%,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Elec,SME,Low,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,3,5.38%,3.07%,0%,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Elec,SME,Low,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s electricity usage and and supply charges. This is a 12 month benefit period. ",12,,,,,,4,7.31%,5.04%,2.04%,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Elec,SME,Low,Powershop,"Power Saver","Powershop can offer you a 12% discount on usage and supply charges when you purchase the Power Saver product.",,,12,,,,5,7.31%,5.04%,2.04%,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Elec,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,1,0%,-1.89%,-5.11%,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Elec,SME,Medium,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,2,1.85%,0%,-3.17%,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Elec,SME,Medium,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,3,4.86%,3.07%,0%,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Elec,SME,Medium,Powershop,"Power Saver","Powershop can offer you a 12% discount on usage and supply charges when you purchase the Power Saver product.",,,12,,,,4,7.38%,5.63%,2.64%,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Elec,SME,Medium,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s electricity usage and and supply charges. This is a 12 month benefit period. ",12,,,,,,5,7.45%,5.7%,2.72%,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Elec,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,1,0%,-1.59%,-4.85%,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Elec,SME,High,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,2,1.57%,0%,-3.2%,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Elec,SME,High,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,3,4.62%,3.1%,0%,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Elec,SME,High,Powershop,"Power Saver","Powershop can offer you a 12% discount on usage and supply charges when you purchase the Power Saver product.",,,12,,,,4,7.44%,5.96%,2.95%,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Elec,SME,High,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s electricity usage and and supply charges. This is a 12 month benefit period. ",12,,,,,,5,7.58%,6.1%,3.1%,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Gas,SME,Low,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,12,,,,,1,0%,-4.49%,,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Gas,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,2,4.29%,0%,,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Gas,SME,Medium,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,12,,,,,1,0%,-5.93%,,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Gas,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,2,5.6%,0%,,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Gas,SME,High,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,12,,,,,1,0%,-6.6%,,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Gas,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,2,6.19%,0%,,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Dual,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,1,0%,-5.51%,,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Dual,SME,Low,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s electricity usage and and supply charges and 12% discount off Origin's natural gas usage and supply charges. This is a 12 month benefit period. ",12,12,,,,,2,5.22%,0%,,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Dual,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,1,0%,-5.48%,,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Dual,SME,Medium,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s electricity usage and and supply charges and 12% discount off Origin's natural gas usage and supply charges. This is a 12 month benefit period. ",12,12,,,,,2,5.19%,0%,,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Dual,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,1,0%,-5.54%,,23/04/2020
NSW,Essential,2320,Aberglasslyn,,BLNN1AU,Dual,SME,High,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s electricity usage and and supply charges and 12% discount off Origin's natural gas usage and supply charges. This is a 12 month benefit period. ",12,12,,,,,2,5.25%,0%,,23/04/2020
NSW,Ausgrid,2799,Barry,,EA050,Elec,SME,Low,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,1,0%,0%,-11.44%,23/04/2020
NSW,Ausgrid,2799,Barry,,EA050,Elec,SME,Low,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,2,0%,0%,-11.44%,23/04/2020
NSW,Ausgrid,2799,Barry,,EA050,Elec,SME,Low,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s electricity usage and and supply charges. This is a 12 month benefit period. ",12,,,,,,3,10.27%,10.27%,0%,23/04/2020
NSW,Ausgrid,2799,Barry,,EA050,Elec,SME,Low,Powershop,"Power Saver","Powershop can offer you a 12% discount on usage and supply charges when you purchase the Power Saver product.",,,12,,,,4,10.27%,10.27%,0%,23/04/2020
NSW,Ausgrid,2799,Barry,,EA050,Elec,SME,Low,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,5,15.39%,15.39%,5.71%,23/04/2020
NSW,Ausgrid,2799,Barry,,EA050,Elec,SME,Medium,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,1,0%,-1.01%,-11.7%,23/04/2020
NSW,Ausgrid,2799,Barry,,EA050,Elec,SME,Medium,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,2,1%,0%,-10.58%,23/04/2020
NSW,Ausgrid,2799,Barry,,EA050,Elec,SME,Medium,Powershop,"Power Saver","Powershop can offer you a 12% discount on usage and supply charges when you purchase the Power Saver product.",,,12,,,,3,10.47%,9.57%,0%,23/04/2020
NSW,Ausgrid,2799,Barry,,EA050,Elec,SME,Medium,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s electricity usage and and supply charges. This is a 12 month benefit period. ",12,,,,,,4,11.31%,10.42%,0.94%,23/04/2020
NSW,Ausgrid,2799,Barry,,EA050,Elec,SME,Medium,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,5,15.89%,15.04%,6.05%,23/04/2020
NSW,Ausgrid,2799,Barry,,EA050,Elec,SME,High,Alinta Energy,"BusinessDeal","Under Alinta Energy's Business Deal plan you will pay Alinta Energy's applicable small business market tariffs and charges. The tariffs may be varied any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,1,0%,-1.51%,-11.79%,23/04/2020
NSW,Ausgrid,2799,Barry,,EA050,Elec,SME,High,AGL,"AGL Business Essentials Saver","The AGL Business Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 24 months and no exit fees.",,,,,,,2,1.48%,0%,-10.13%,23/04/2020
NSW,Ausgrid,2799,Barry,,EA050,Elec,SME,High,Powershop,"Power Saver","Powershop can offer you a 12% discount on usage and supply charges when you purchase the Power Saver product.",,,12,,,,3,10.55%,9.2%,0%,23/04/2020
NSW,Ausgrid,2799,Barry,,EA050,Elec,SME,High,Origin Energy,"Origin Business Flexi","Origin Business Flexi gives you 12% discount off Origin’s electricity usage and and supply charges. This is a 12 month benefit period. ",12,,,,,,4,11.85%,10.52%,1.46%,23/04/2020
NSW,Ausgrid,2799,Barry,,EA050,Elec,SME,High,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,5,16.12%,14.85%,6.22%,23/04/2020
